ID,number,author1,year,jourl,study,country,continent,longitude,latitude,climate.zone,MAT (℃),MAP (mm),BD (g/cm3),soil.texture,sand (%),silt(%),clay (%),soil.fertility,SOC (g/kg),TN,PH,pH,cover.crop.type,maincrop.type,cropland.type,tillage,fertilization .type,N.fertilization,fertilization.N,residue.management,soil layer,soil.particle.diameter,cc.duration,experimental.duration (yr),sampling.month,Yield.ck,Yield.csd,Yield.cn,Yield.t,Yield.tsd,Yield.tn,PH.ck,PH.csd,PH.cn,PH.t,PH.tsd,PH.tn,Soil moisture.ck,Soil moisture.csd,Soil moisture.cn,Soil moisture.t,Soil moisture.tsd,Soil moisture.tn,SOM.ck,SOM.csd,SOM.cn,SOM.t,SOM.tsd,SOM.tn,nitrate-N.ck,nitrate-N.csd,nitrate-N.cn,nitrate-N.t,nitrate-N.tsd,nitrate-N.tn,Ammonium-N.ck,Ammonium-N.csd,Ammonium-N.cn,Ammonium-N.t,Ammonium-N.tsd,Ammonium-N.tn,TN.ck,TN.csd,TN.cn,TN.t,TN.tsd,TN.tn,nifH.ck,nifH.csd,nifH.cn,nifH.t,nifH.tsd,nifH.tn,nirS.ck,nirS.csd,nirS.cn,nirS.t,nirS.tsd,nirS.tn,nirK.ck,nirK.csd,nirK.cn,nirK.t,nirK.tsd,nirK.tn,nosZ.ck,nosZ.csd,nosZ.cn,nosZ.t,nosZ.tsd,nosZ.tn,AOA.ck,AOA.csd,AOA.cn,AOA.t,AOA.tsd,AOA.tn,AOB.ck,AOB.csd,AOB.cn,AOB.t,AOB.tsd,AOB.tn,16S.ck,16S.csd,16S.cn,16S.t,16S.tsd,16S.tn,ID,study,rrYield,varYield,rrPH,varPH,rrSoil.moisture,varSoil.moisture,rrSOM,varSOM,rrAmmonium.N,varAmmonium.N,rrnitrate.N,varnitrate.N,rrTN,varTN,rrnifH,varnifH,rrnirK,varnirK,rrnirS,varnirS,rrnarG,varnarG,rrnosZ,varnosZ,rrAOA,varAOA,rrAOB,varAOB
11,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conservation,Inorganic,High,246,Incorporated,10,,<5yr,2,5,3750,276.9118132,3,3040,202.0542361,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,2.05181,0.10881,3,1.74093,0.10881,3,2.45471,0.655731096,3,2.40142,0.512841422,3,,,,,,,93.56159599,11.51742722,3,99.19424515,7.50763517,3,47.36625238,6.296968054,3,56.05032792,8.83198186,3,764.0857339,87.63648605,3,787.7730179,76.089146,3,531.8608577,48.75352726,3,544.0248766,58.58312998,3,,,,,,,347.491429,48.63140656,3,366.2257696,73.79279684,3,,,,,,,11,1,-0.209898325,0.003290145,-0.014911944,0.000605888,,,,,-0.021948399,0.038988745,-0.164302877,0.002239565,,,0.05846,0.006960666,0.03053,0.007494673,0.16834,0.014167547,,,0.022613065,0.00666621,,,0.05251,0.020062124
12,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conservation,Inorganic,High,246,Incorporated,10,,<5yr,2,6,3750,276.9118132,3,3040,202.0542361,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,2.05181,0.10881,3,1.74093,0.10881,3,3.1048,0.829390806,3,3.16874,0.676708418,3,,,,,,,103.4232715,12.73139892,3,96.33676291,7.291363207,3,59.08635394,7.855062719,3,51.99564682,8.193076232,3,601.5381752,68.9931634,3,544.7080701,52.61207344,3,424.8596138,38.9451573,3,388.7024226,41.85728544,3,,,,,,,253.7526567,35.51267048,3,178.51096,35.96913189,3,,,,,,,12,1,-0.209898325,0.003290145,-0.014911944,0.000605888,,,,,0.020384731,0.038988745,-0.164302877,0.002239565,,,-0.07098,0.006960666,-0.09924,0.007494673,-0.12784,0.014167547,,,-0.088944723,0.00666621,,,-0.35171,0.020062124
13,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conservation,Inorganic,High,246,Incorporated,10,,<5yr,2,7,3750,276.9118132,3,3040,202.0542361,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,2.05181,0.10881,3,1.74093,0.10881,3,2.49734,0.667118924,3,2.66785,0.569739566,3,,,,,,,89.3615053,11.00039629,3,140.866129,10.66162158,3,24.28599872,3.228631154,3,54.48906286,8.585969656,3,587.9194801,67.43117301,3,707.9263055,68.37693954,3,428.7199978,39.29902304,3,526.2777661,56.67203854,3,,,,,,,240.8031994,33.70039464,3,308.1849223,62.09783487,3,,,,,,,13,1,-0.209898325,0.003290145,-0.014911944,0.000605888,,,,,0.066046739,0.038988745,-0.164302877,0.002239565,,,0.45512,0.006960666,0.18575,0.007494673,0.8081,0.014167547,,,0.205025126,0.00666621,,,0.24672,0.020062124
14,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conservation,Inorganic,High,246,Incorporated,10,,<5yr,2,9,3750,276.9118132,3,3040,202.0542361,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,2.05181,0.10881,3,1.74093,0.10881,3,0.131439,0.035111536,3,0.461812,0.098623449,3,,,,,,,101.7104448,12.52055005,3,97.55145672,7.383298762,3,42.09883213,5.596706257,3,24.56468887,3.87071574,3,672.8012725,77.16665384,3,639.419031,61.75998276,3,444.5154998,40.74693263,3,451.2675052,48.59458464,3,,,,,,,326.8528272,45.74303537,3,255.3920971,51.46032503,3,,,,,,,14,1,-0.209898325,0.003290145,-0.014911944,0.000605888,,,,,1.256615016,0.038988744,-0.164302877,0.002239565,,,-0.04175,0.006960666,-0.05089,0.007494673,-0.53871,0.014167547,,,0.015075377,0.00666621,,,-0.24671,0.020062124
15,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conservation,Inorganic,High,246,Incorporated,10,,<5yr,2,10,3750,276.9118132,3,3040,202.0542361,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,2.05181,0.10881,3,1.74093,0.10881,3,0.412078,0.110079137,3,0.401421,0.085726494,3,,,,,,,87.51585702,10.77319709,3,99.60874879,7.539007375,3,26.96015405,3.584138923,3,49.42369673,7.787808013,3,621.7698449,71.3136261,3,657.5691963,63.51306461,3,429.3667968,39.35831248,3,412.2409631,44.392025,3,,,,,,,272.1681299,38.08991495,3,311.9678071,62.86006862,3,,,,,,,15,1,-0.209898325,0.003290145,-0.014911944,0.000605888,,,,,-0.0262019,0.038988745,-0.164302877,0.002239565,,,0.12943,0.006960666,0.05598,0.007494673,0.60607,0.014167547,,,-0.040703518,0.00666621,,,0.13648,0.020062124
16,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conventional,Inorganic,High,246,Incorporated,10,,<5yr,2,5,3990,294.6341692,3,3550,235.9514928,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,1.74093,0.10881,3,1.74093,0.10881,3,2.29485,0.613027406,3,2.34813,0.50146094,3,,,,,,,130.6667253,16.08506655,3,135.1046955,10.22556059,3,114.4410679,15.21403347,3,119.9745936,18.90467859,3,764.0857339,87.63648605,3,787.7730179,76.089146,3,531.8608577,48.75352726,3,544.0248766,58.58312998,3,,,,,,,347.491429,48.63140656,3,366.2257696,73.79279684,3,,,,,,,16,1,-0.116843627,0.003290145,-0.014911944,0.000605888,,,,,0.022951785,0.038988745,0,0.002604256,,,0.0334,0.006960666,0.03053,0.007494673,0.047220001,0.014167547,,,0.022613065,0.00666621,,,0.05251,0.020062124
17,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conventional,Inorganic,High,246,Incorporated,10,,<5yr,2,6,3990,294.6341692,3,3550,235.9514928,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,1.74093,0.10881,3,1.74093,0.10881,3,2.94494,0.786687117,3,3.26465,0.697190725,3,,,,,,,109.1922402,13.44155864,3,111.031062,8.403518821,3,51.99096742,6.911787285,3,42.19788073,6.649219209,3,601.5381752,68.9931634,3,544.7080701,52.61207344,3,424.8596138,38.9451573,3,388.7024226,41.85728544,3,,,,,,,253.7526567,35.51267048,3,178.51096,35.96913189,3,,,,,,,17,1,-0.116843627,0.003290145,-0.014911944,0.000605888,,,,,0.103064116,0.038988745,0,0.002604256,,,0.0167,0.006960666,-0.09924,0.007494673,-0.2087,0.014167547,,,-0.088944723,0.00666621,,,-0.35171,0.020062124
18,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conventional,Inorganic,High,246,Incorporated,10,,<5yr,2,7,3990,294.6341692,3,3550,235.9514928,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,1.74093,0.10881,3,1.74093,0.10881,3,2.07105,0.55324331,3,2.77442,0.592498397,3,,,,,,,132.8671823,16.35594269,3,163.7138358,12.39087761,3,64.91573213,8.630032372,3,72.29970146,11.39243383,3,587.9194801,67.43117301,3,707.9263055,68.37693954,3,428.7199978,39.29902304,3,526.2777661,56.67203854,3,,,,,,,240.8031994,33.70039464,3,308.1849223,62.09783487,3,,,,,,,18,1,-0.116843627,0.003290145,-0.014911944,0.000605888,,,,,0.292385991,0.038988745,0,0.002604256,,,0.20877,0.006960666,0.18575,0.007494673,0.10773,0.014167547,,,0.205025126,0.00666621,,,0.24672,0.020062124
19,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conventional,Inorganic,High,246,Incorporated,10,,<5yr,2,9,3990,294.6341692,3,3550,235.9514928,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,1.74093,0.10881,3,1.74093,0.10881,3,0.657194,0.175557415,3,0.603908,0.128969126,3,,,,,,,97.55145672,12.00857885,3,107.3838717,8.127476855,3,54.74357444,7.277724584,3,50.15960392,7.903766639,3,672.8012725,77.16665384,3,639.419031,61.75998276,3,444.5154998,40.74693263,3,451.2675052,48.59458464,3,,,,,,,326.8528272,45.74303537,3,255.3920971,51.46032503,3,,,,,,,19,1,-0.116843627,0.003290145,-0.014911944,0.000605888,,,,,-0.084557388,0.038988745,0,0.002604256,,,0.09603,0.006960666,-0.05089,0.007494673,-0.08745,0.014167547,,,0.015075377,0.00666621,,,-0.24671,0.020062124
20,1,Gevan D. Behnke,2022,frontiers in agronomy,1,America,North America,-90.727,40.93,Cold,9.9,1204,1.43,Loam,40,43,17,High,17.07004,1.9087,Acid,6.2,Mixture,others,Upland,Conventional,Inorganic,High,246,Incorporated,10,,<5yr,2,10,3990,294.6341692,3,3550,235.9514928,3,7.12572,0.21319,3,7.02025,0.21323,3,,,,,,,,,,,,,1.74093,0.10881,3,1.74093,0.10881,3,0.358792,0.095844752,3,0.369449,0.078898631,3,,,,,,,99.19424515,12.21080601,3,115.2830029,8.725332057,3,44.37472275,5.899267887,3,54.30900222,8.557597079,3,621.7698449,71.3136261,3,657.5691963,63.51306461,3,429.3667968,39.35831248,3,412.2409631,44.392025,3,,,,,,,272.1681299,38.08991495,3,311.9678071,62.86006862,3,,,,,,,20,1,-0.116843627,0.003290145,-0.014911944,0.000605888,,,,,0.029269873,0.038988744,0,0.002604256,,,0.15031,0.006960666,0.05598,0.007494673,0.20202,0.014167547,,,-0.040703518,0.00666621,,,0.13648,0.020062124
21,2,Holly Bowen,2018,Biology and Fertility of Soils,2,America,North America,-76.943,39.017,Temperate,13,1042,1.36,Loam,41.98746,48.01254,10,Medium,14.23857,1.937892,Acid,4.8,Non-legume,maize,Upland,Conservation,Organic,Low,67,Surface,15,,<5yr,2,6,,,,,,,6.12,0.1,3,6.1,0.1,3,0.25,0.01,3,0.28,0.01,3,,,,,,,0.5,0.06,3,0.47,0.05,3,0.33,0.05,3,0.38,0.05,3,,,,,,,,,,,,,18.19700859,2.419148148,3,10.47128548,1.649985055,3,22.38721139,2.567691623,3,33.11311215,3.198317748,3,15.13561248,1.387420197,3,6.309573445,0.679444226,3,,,,,,,,,,,,,,,,,,,21,1,,,-0.003273325,0.000178579,0.113328685,0.000958503,,,0.141078598,0.013423287,-0.061875404,0.008572446,,,,,0.391439466,0.007494673,-0.552620423,0.014167547,,,-0.874982335,0.00666621,,,,
22,2,Holly Bowen,2018,Biology and Fertility of Soils,2,America,North America,-76.943,39.017,Temperate,13,1042,1.36,Loam,41.98746,48.01254,10,Medium,14.23857,1.937892,Acid,4.8,Non-legume,maize,Upland,Conservation,Organic,Low,67,Surface,2.5,,<5yr,2,6,,,,,,,6.37,0.16,3,6.37,0.14,3,0.28,0.02,3,0.31,0,3,,,,,,,0.66,0.09,3,0.7,0.08,3,0.48,0.05,3,0.44,0.08,3,,,,,,,,,,,,,39.81071706,5.292519482,3,23.44228815,3.693856422,3,43.65158322,5.006599645,3,63.09573445,6.094268833,3,41.68693835,3.82127253,3,17.37800829,1.87134479,3,,,,,,,,,,,,,,,,,,,22,1,,,0,0.000371311,0.101782694,0.00170068,,,-0.087011377,0.014636182,0.0588405,0.010552089,,,,,0.368413615,0.007494673,-0.529594572,0.014167547,,,-0.874982335,0.00666621,,,,
23,2,Holly Bowen,2018,Biology and Fertility of Soils,2,America,North America,-76.943,39.017,Temperate,13,1042,1.36,Loam,41.98746,48.01254,10,Medium,14.23857,1.937892,Acid,4.8,Non-legume,maize,Upland,Conservation,Organic,Low,67,Surface,7.5,,<5yr,2,6,,,,,,,6.25,0.18,3,6.26,0.16,3,0.26,0.02,3,0.3,0,3,,,,,,,0.56,0.08,3,0.6,0.06,3,0.39,0.07,3,0.42,0.05,3,,,,,,,,,,,,,28.18382931,3.746816856,3,16.59586907,2.615050082,3,31.6227766,3.626960821,3,45.70881896,4.414907493,3,26.30267992,2.411059968,3,10.71519305,1.153861844,3,,,,,,,,,,,,,,,,,,,23,1,,,0.001598721,0.000494236,0.143100844,0.001972387,,,0.074107972,0.015462661,0.068992871,0.010136054,,,,,0.368413615,0.007494673,-0.529594572,0.014167547,,,-0.898008187,0.00666621,,,,
